job_id,customer_id,region,postcode,job_type,priority,SLA_window,requested_date,scheduled_date,engineer_id,required_part_id,job_status,completion_status,first_time_fix_flag,delay_reason
J-00462,CU-1704,London,N79 1DE,Smart Meter Exchange,Critical,Next Day,2026-06-05T08:00,2026-06-10T16:00,E-0075,BG-BOILE-025,At Risk,Complete,True,Engineer absence
J-00463,CU-2077,Scotland,IV35 3KD,Service,Medium,Next Day,2026-06-15T08:00,2026-06-10T11:00,E-0021,BG-VALVE-077,Rescheduled,Open,False,Engineer absence
J-00464,CU-5072,Scotland,G52 8KC,Repair,Low,48h,2026-06-12T08:00,2026-06-09T12:00,E-0080,BG-PUMP-074,In Progress,Failed Visit,False,Parts unavailable
J-00465,CU-5072,South,PO42 2AH,Repair,Medium,Next Day,2026-06-11T08:00,2026-06-18T16:00,E-0007,BG-METER-087,Rescheduled,Failed Visit,False,Engineer absence
J-00466,CU-6145,Scotland,AB64 2GG,Service,High,Same Day,2026-06-09T08:00,2026-06-14T12:00,E-0003,BG-EV-063,At Risk,Complete,True,Engineer absence
J-00467,CU-5661,London,SW94 2AD,Smart Meter Exchange,High,48h,2026-06-17T08:00,2026-06-17T17:00,E-0072,BG-EV-006,Scheduled,Open,False,None
J-00468,CU-4658,North,M69 4AG,Smart Meter Exchange,Low,Next Day,2026-06-04T08:00,2026-06-21T13:00,E-0045,BG-BOILE-021,Completed,Open,True,Weather
J-00469,CU-6670,North,L43 4DH,Emergency,Low,Same Day,2026-06-01T08:00,2026-06-07T10:00,E-0049,BG-METER-044,At Risk,Customer Cancelled,True,None
J-00470,CU-5621,Scotland,EH68 4AA,Repair,Critical,Next Day,2026-06-08T08:00,2026-06-11T11:00,E-0079,BG-VALVE-065,Completed,Open,True,None
J-00471,CU-9884,Wales,CF24 4KC,Emergency,Medium,Next Day,2026-06-16T08:00,2026-06-21T09:00,E-0075,BG-BOILE-032,Rescheduled,Customer Cancelled,True,Parts unavailable
J-00472,CU-2995,Wales,LL16 4KG,Repair,Low,4h,2026-06-01T08:00,2026-06-09T16:00,E-0120,BG-BOILE-021,Scheduled,Complete,True,None
J-00473,CU-5303,Scotland,AB98 7EF,Emergency,High,Same Day,2026-06-15T08:00,2026-06-11T16:00,E-0077,BG-PUMP-090,Completed,Complete,False,Weather
J-00474,CU-6696,Wales,NP51 4BA,Repair,Critical,48h,2026-06-11T08:00,2026-06-10T15:00,E-0101,BG-VALVE-078,Scheduled,Open,True,Traffic
J-00475,CU-1598,Wales,LL79 1CB,Install,Medium,Next Day,2026-06-03T08:00,2026-06-12T14:00,E-0109,BG-SENSO-052,Rescheduled,Customer Cancelled,True,Weather
J-00476,CU-8445,Midlands,CV73 5GC,Install,Low,Same Day,2026-06-07T08:00,2026-06-18T14:00,E-0109,BG-PUMP-088,Rescheduled,Customer Cancelled,True,Traffic
J-00477,CU-5849,South,SO47 8AD,Smart Meter Exchange,High,Next Day,2026-06-05T08:00,2026-06-16T10:00,E-0093,BG-PIPEW-013,Rescheduled,Customer Cancelled,False,Weather
J-00478,CU-1839,Scotland,IV52 8CD,Service,Critical,4h,2026-06-09T08:00,2026-06-09T17:00,E-0016,BG-METER-054,At Risk,Customer Cancelled,True,Engineer absence
J-00479,CU-6624,Wales,SA69 3GH,Repair,High,48h,2026-06-08T08:00,2026-06-15T13:00,E-0078,BG-SENSO-053,Rescheduled,Failed Visit,False,Parts unavailable
J-00480,CU-9694,Scotland,DD79 1CF,Smart Meter Exchange,Critical,Same Day,2026-06-01T08:00,2026-06-09T15:00,E-0031,BG-BOILE-040,At Risk,Open,True,None
J-00481,CU-4548,South,RG59 1DJ,Emergency,High,Next Day,2026-06-13T08:00,2026-06-21T16:00,E-0111,BG-SENSO-080,At Risk,Complete,False,None
J-00482,CU-3446,London,N1 8CA,Repair,Low,4h,2026-06-18T08:00,2026-06-10T11:00,E-0070,BG-EV-082,At Risk,Failed Visit,True,Engineer absence
J-00483,CU-3332,London,SE26 8FD,Smart Meter Exchange,Critical,48h,2026-06-19T08:00,2026-06-05T17:00,E-0004,BG-EV-089,Rescheduled,Complete,True,Weather
J-00484,CU-3784,London,W1 3EB,Repair,Medium,4h,2026-06-11T08:00,2026-06-01T15:00,E-0079,BG-PIPEW-009,Rescheduled,Customer Cancelled,True,None
J-00485,CU-6400,South,PO42 6JG,Service,Low,48h,2026-06-18T08:00,2026-06-18T17:00,E-0023,BG-PUMP-071,At Risk,Complete,False,Parts unavailable
J-00486,CU-6004,South,SO60 7CH,Install,Medium,4h,2026-06-03T08:00,2026-06-13T09:00,E-0071,BG-PUMP-043,Rescheduled,Failed Visit,False,Carrier delay
J-00487,CU-3074,North,L14 6GA,Service,High,48h,2026-06-18T08:00,2026-06-17T14:00,E-0113,BG-VALVE-049,In Progress,Failed Visit,True,Engineer absence
J-00488,CU-9444,London,N79 9FK,Repair,Low,48h,2026-06-12T08:00,2026-06-17T14:00,E-0058,BG-BOILE-040,Rescheduled,Open,True,Engineer absence
J-00489,CU-4098,Scotland,DD75 6CJ,Install,Critical,Same Day,2026-06-08T08:00,2026-06-03T11:00,E-0120,BG-PUMP-088,At Risk,Failed Visit,False,Parts unavailable
J-00490,CU-8702,London,SW15 3BJ,Smart Meter Exchange,High,4h,2026-06-05T08:00,2026-06-16T09:00,E-0108,BG-BOILE-005,At Risk,Failed Visit,True,None
J-00491,CU-1478,Wales,SY23 4GK,Emergency,High,48h,2026-06-19T08:00,2026-06-01T11:00,E-0088,BG-SENSO-053,In Progress,Open,True,None
J-00492,CU-3581,North,YO49 3BA,Install,High,4h,2026-06-16T08:00,2026-06-03T11:00,E-0023,BG-EV-027,At Risk,Complete,False,None
J-00493,CU-1215,North,YO54 1GE,Emergency,High,Next Day,2026-06-11T08:00,2026-06-06T14:00,E-0060,BG-BOILE-057,In Progress,Customer Cancelled,True,Carrier delay
J-00494,CU-7576,North,L40 8KF,Repair,High,48h,2026-06-19T08:00,2026-06-17T12:00,E-0115,BG-SENSO-019,Scheduled,Open,True,Traffic
J-00495,CU-2103,Wales,CF5 1AH,Repair,Critical,48h,2026-06-18T08:00,2026-06-12T09:00,E-0093,BG-EV-006,In Progress,Complete,True,Traffic
J-00496,CU-7284,South,OX98 5CA,Install,Critical,48h,2026-06-10T08:00,2026-06-04T14:00,E-0100,BG-EV-023,In Progress,Customer Cancelled,True,Traffic
J-00497,CU-4425,London,N34 6DF,Service,Low,4h,2026-06-04T08:00,2026-06-04T10:00,E-0089,BG-SENSO-079,Scheduled,Failed Visit,True,Engineer absence
J-00498,CU-5618,Wales,NP88 5KJ,Install,Low,Next Day,2026-06-13T08:00,2026-06-01T13:00,E-0023,BG-VALVE-085,Rescheduled,Open,True,Weather
J-00499,CU-1053,North,NE78 7CH,Install,Critical,Same Day,2026-06-09T08:00,2026-06-13T12:00,E-0067,BG-BOILE-067,Rescheduled,Complete,True,None
J-00500,CU-9061,Wales,CF69 7CE,Install,Low,Next Day,2026-06-14T08:00,2026-06-07T10:00,E-0103,BG-EV-008,Scheduled,Open,True,Engineer absence
